,county,state,state_abbrev,size_rank,avg_home_price,area_sq_mi,unemployment_rate,unemployment_change,high_school,population,int_migration_rate,net_migration_rate,pop_growth,poverty_rate,median_hh_income,property_tax_rate,amazon_indicator,walmart_indicator,warehouse_target,pop_density,latitude,longitude
1099,Benton County,Tennessee,TN,2008,82893.0,436.23,5.4,-6.9,82.7,15959,0.0,1.4367367336,-3.343225728302344,18.8,36034,0.6798467212957459,0,0,0,36.58391215643124,36.0345286,-88.101285
1100,Crockett County,Tennessee,TN,2126,79804.91666666669,265.74,4.2,-7.399999999999999,79.2,14465,1.3138332815,2.8351139232,-0.8431587606251714,17.7,40480,0.6798467212957459,0,0,0,54.432904342590504,35.8010059,-89.13000629999998
1101,Sequatchie County,Tennessee,TN,2150,114198.16666666669,266.04,5.1,-7.0,83.1,14752,-0.067798908,0.7457879928,4.42415233241311,16.7,45100,0.6798467212957459,0,0,0,55.45030822432717,35.3594724,-85.401448
1102,Cannon County,Tennessee,TN,2180,129489.33333333331,265.7,3.6,-7.5,84.5,14168,0.2850525566,19.811152681,2.681548050442093,15.0,51795,0.6798467212957459,0,0,0,53.323296951449,35.80441589999999,-86.05120749999998
1103,Grundy County,Tennessee,TN,2187,81671.83333333331,361.12,5.0,-7.6,73.2,13334,0.0,9.0984284533,-2.8488160291438978,23.0,34454,0.6798467212957459,0,0,0,36.92401417811253,35.36978939999999,-85.7106606
1104,Stewart County,Tennessee,TN,2209,112281.91666666669,493.01,5.4,-7.0,87.3,13368,-0.45231813,15.680361855,0.14233275900816542,16.1,48175,0.6798467212957459,0,0,0,27.115068659864914,36.5092672,-87.8252756
1105,Bledsoe County,Tennessee,TN,2230,88097.41666666669,406.75,5.9,-7.299999999999999,73.2,14730,0.0681547112,9.9505878344,14.32784849425644,23.1,38261,0.6798467212957459,0,0,0,36.21389059618932,35.5943104,-85.2104415
1106,Lewis County,Tennessee,TN,2273,84632.16666666669,282.49,4.6,-10.4,83.2,12022,-0.083629521,10.620949195,-1.2485625102677838,17.5,37959,0.6798467212957459,0,0,0,42.55725866402351,35.52914970000001,-87.4950257
1107,Decatur County,Tennessee,TN,2288,77896.08333333331,344.88,5.2,-7.899999999999999,83.3,11725,0.7681802662999999,7.425742574299999,0.06827686267815994,19.4,38988,0.6798467212957459,0,0,0,33.997332405474374,35.6067875,-88.10839820000002
1108,Meigs County,Tennessee,TN,2289,151731.33333333337,216.75,5.3,-7.8,82.39999999999998,12056,-0.16659031300000002,11.911207362999999,2.2214685433271155,17.4,45695,0.6798467212957459,0,0,0,55.621683967704726,35.51017,-84.8109718
1109,Jackson County,Tennessee,TN,2296,85167.5,319.52,5.4,-7.1999999999999975,77.8,11677,0.0,10.313265438,0.4645960595371247,18.0,36815,0.6798467212957459,0,0,0,36.54544316474712,36.362299,-85.6654772
1110,Houston County,Tennessee,TN,2536,93846.83333333331,206.97,5.9,-6.1,77.10000000000002,8173,0.0,12.781908683,-3.289551532363034,15.7,42018,0.6798467212957459,0,0,0,39.48881480407788,36.2696163,-87.74065709999998
1111,Perry County,Tennessee,TN,2563,76607.41666666669,422.87,4.9,-8.6,74.3,7962,0.3790271636,11.87618446,0.30234315948601664,21.1,37135,0.6798467212957459,0,0,0,18.828481566438857,35.6337989,-87.8498777
1112,Trousdale County,Tennessee,TN,2568,115873.08333333331,116.64,3.5,-7.3000000000000025,79.9,10855,0.2883229217,85.151369534,37.85877571755144,17.5,49711,0.6798467212957459,0,0,0,93.0641289437586,36.3882376,-86.1332156
1113,Clay County,Tennessee,TN,2569,79253.41666666669,259.34,5.1,-7.0,76.89999999999998,7691,1.1707317073,7.0243902439,-2.0129952860236973,24.8,34035,0.6798467212957459,0,0,0,29.656049973008408,36.5125924,-85.53230620000002
1114,Lake County,Tennessee,TN,2573,50502.0,193.89,5.6,-5.5,73.5,7459,0.0,-4.140233723,-4.7138477261113945,39.9,31144,0.6798467212957459,0,0,0,38.470266646036414,36.3379566,-89.4685963
1115,Hancock County,Tennessee,TN,2643,80538.83333333331,223.49,5.8,-10.0,77.2,6584,0.1518372305,3.4922563012,-3.204939723610704,28.4,29689,0.6798467212957459,0,0,0,29.459931093113784,36.5219631,-83.24592709999997
1116,Moore County,Tennessee,TN,2674,150203.33333333337,130.42,3.1,-4.800000000000002,87.4,6363,-0.15814027,14.232624337999999,0.5213270142180095,9.9,55448,0.6798467212957459,0,0,0,48.78852936666156,35.28356289999999,-86.34115140000002
1117,Van Buren County,Tennessee,TN,2720,100805.41666666669,274.53,4.3,-8.899999999999997,80.80000000000003,5708,-0.175330937,2.2793021829,2.49595977733884,17.5,38478,0.6798467212957459,0,0,0,20.791898881725132,35.6793776,-85.44502890000003
1118,Pickett County,Tennessee,TN,2741,109249.5,174.49,4.4,-6.6999999999999975,73.9,5063,-0.5910165479999999,0.5910165485,-0.3150226422524119,16.9,39858,0.6798467212957459,0,0,0,29.015989454983092,36.5739954,-85.09851259999998
1119,Fulton County,Georgia,GA,48,251888.75,534.32,4.8,-5.7,91.7,1038884,3.6195223317,10.141647402,12.232796161836376,14.8,64901,0.8819685283281044,1,1,1,1944.310525527773,34.0580391,-84.29612829999998
1120,Gwinnett County,Georgia,GA,65,203101.33333333328,436.78,4.2,-4.999999999999999,87.4,918153,3.761043747200001,6.0600077875,13.625906349738695,10.7,68957,0.8819685283281044,0,0,0,2102.0948761390173,33.9566869,-84.02274670000001
1121,Cobb County,Georgia,GA,86,230725.25,344.52,4.1,-5.200000000000001,91.2,752783,3.1331884855000003,-0.82326126,9.173666624125488,9.5,75485,0.8819685283281044,0,0,0,2185.019737605945,33.9373948,-84.57320059999998
1122,Chatham County,Georgia,GA,246,170357.25,632.26,4.5,-5.4,89.30000000000003,289260,1.906927407,-2.156108484,8.829460630869251,16.3,54667,0.8819685283281044,0,0,0,457.501660709202,31.9668887,-81.0626008
1123,Clayton County,Georgia,GA,251,90927.41666666669,144.33,5.8,-7.7,84.1,284534,2.7473988337,9.1178190971,9.507333613002297,16.3,44757,0.8819685283281044,0,0,0,1971.4127347051885,33.5204959,-84.3591713
1124,Cherokee County,Georgia,GA,290,238430.25,434.41,3.7,-5.1000000000000005,90.9,247894,1.2127250381,19.407683859000002,15.197196908792655,7.5,78247,0.8819685283281044,0,0,0,570.645242973228,34.239126500000005,-84.4720272
1125,Henry County,Georgia,GA,301,161437.08333333337,326.55,4.8,-5.500000000000001,90.2,225508,1.0835109336,15.518383867,9.955093105011919,9.8,67493,0.8819685283281044,0,1,1,690.5772469759607,33.4519942,-84.13677709999997
1126,Richmond County,Georgia,GA,310,88656.16666666669,328.59,5.9,-5.1,83.0,201460,0.6745011295000001,-5.688623497000001,0.27026085398448113,23.7,38297,0.8819685283281044,0,0,0,613.1044767034907,33.385076,-82.09207958530699
1127,Muscogee County,Georgia,GA,329,98915.83333333331,221.01,5.9,-4.199999999999998,87.4,193766,1.7129786339,-16.77590752,1.3924282462520603,22.6,42610,0.8819685283281044,0,0,0,876.7295597484277,32.4840651,-84.8502167
1128,Hall County,Georgia,GA,344,192901.25,429.29,3.9,-5.6999999999999975,78.1,199439,1.5759087993,9.3847389396,10.774827816040881,13.3,61320,0.8819685283281044,0,0,0,464.57872300775705,34.2905901,-83.81940279999998
1129,Forsyth County,Georgia,GA,351,318117.16666666674,247.17,3.7,-4.3,92.6,228588,2.1385656907,31.093854074,29.32842998585573,5.3,103083,0.8819685283281044,0,0,0,924.8209734191043,34.235309,-84.13356440000003
1130,Bibb County,Georgia,GA,401,74180.66666666669,255.37,5.3,-6.3,85.1,152892,1.2350035286,-4.188556941,-1.872793787305051,25.0,39047,0.8819685283281044,0,0,0,598.7077573716567,32.8095879,-83.694562
1131,Paulding County,Georgia,GA,433,166409.0,314.34,4.1,-5.9,90.1,159552,0.6858971916,20.754740947000002,11.71779269974863,8.3,67906,0.8819685283281044,0,0,0,507.5777820194694,33.8908526,-84.85691609999998
1132,Houston County,Georgia,GA,439,125280.5,379.92,4.7,-3.8,90.7,153138,1.4565591087,4.9864185705,8.805286155813707,13.0,59291,0.8819685283281044,0,0,0,403.0795957043589,32.465975199999995,-83.631394
1133,Douglas County,Georgia,GA,464,145678.16666666663,201.03,4.9,-6.299999999999999,88.3,143672,1.0086011263,7.6205418429,8.354010332214639,11.8,60177,0.8819685283281044,1,0,1,714.6794010844153,33.6995565,-84.7622973
1134,Coweta County,Georgia,GA,481,197890.75,445.82,4.2,-5.499999999999999,89.0,143050,1.0300950016,14.259054782,11.82857902266278,10.4,73296,0.8819685283281044,0,0,0,320.86940917859226,33.3500656,-84.75457340000001
1135,Columbia County,Georgia,GA,489,189339.0,307.6,4.1,-3.2,92.3,151642,1.2570247962,21.964502422,21.335925810349103,6.6,75832,0.8819685283281044,0,0,0,492.98439531859566,33.5313102,-82.25639790000002
1136,Clarke County,Georgia,GA,512,149020.66666666663,121.04,4.7,-4.6000000000000005,86.7,126820,3.4642491081,10.73440492,8.014649518780342,26.6,39901,0.8819685283281044,0,0,0,1047.752808988764,33.9458693,-83.3557816
1137,Carroll County,Georgia,GA,535,129270.0,503.84,5.0,-6.6999999999999975,82.5,117458,0.958982109,8.0485998433,6.136427299917773,17.2,51388,0.8819685283281044,0,1,1,233.12559542711966,33.558800500000004,-85.0641272
1138,Lowndes County,Georgia,GA,539,116973.0,510.58,4.6,-5.0,84.4,115389,1.175287619,3.8828020598,5.1936330817197245,25.3,42019,0.8819685283281044,0,0,0,225.99592620157463,30.8195619,-83.2628255
1139,Fayette County,Georgia,GA,555,267648.0,199.32,4.0,-4.199999999999998,94.9,112629,2.1521219833000003,11.57323689,5.321775234247882,5.7,87831,0.8819685283281044,0,0,0,565.066225165563,33.3899269,-84.49537629999998
1140,Whitfield County,Georgia,GA,565,119204.75,291.05,5.4,-6.5,68.89999999999999,104063,0.0383930585,-7.45785162,1.2877165660891572,16.5,42568,0.8819685283281044,0,0,0,357.543377426559,34.7969288,-84.9745026
1141,Bartow County,Georgia,GA,578,145706.5,470.11,4.6,-7.6,82.8,104981,0.0192011367,11.347871794000001,4.889745921048688,13.2,55067,0.8819685283281044,0,0,0,223.3115653783157,34.2394683,-84.84069840000002
1142,Newton County,Georgia,GA,579,134282.66666666663,279.2,5.3,-7.399999999999999,85.20000000000002,107935,0.8297014473000001,7.9707273871,7.769035685045031,13.4,55632,0.8819685283281044,0,0,0,386.58667621776505,33.5715512,-83.8446101
1143,Floyd County,Georgia,GA,601,104739.16666666669,518.47,5.2,-6.6000000000000005,80.6,97427,1.6589215978999998,6.5738632265999986,1.0412453460274,19.2,45979,0.8819685283281044,0,0,0,187.91251181360542,34.2421984,-85.2229248
1144,Dougherty County,Georgia,GA,609,78317.16666666669,334.63,6.0,-6.6,82.6,89417,0.9121854629,-13.50479454,-5.391850856495931,28.2,36994,0.8819685283281044,0,0,0,267.21154708185156,31.5426984,-84.19608290000002
1145,Rockdale County,Georgia,GA,655,142592.08333333337,132.1,5.2,-6.1000000000000005,87.0,89866,0.6484540520000001,6.7193256078,5.275119196841723,14.1,59341,0.8819685283281044,0,0,0,680.2876608629826,33.6430283,-84.0322064
1146,Walton County,Georgia,GA,658,177496.08333333337,330.0,4.3,-6.3,86.8,91406,0.6067994638,14.563187131,8.894448415534908,12.3,58028,0.8819685283281044,0,1,1,276.9878787878788,33.762884,-83.740416
1147,Glynn County,Georgia,GA,685,193219.58333333328,585.25,4.7,-5.3,88.2,84859,1.0881135423,6.9662921348,6.420948343972207,17.0,50740,0.8819685283281044,0,0,0,144.99615548910722,31.2171726,-81.5012681
1148,Bulloch County,Georgia,GA,755,136146.25,688.63,5.0,-5.1,86.69999999999997,76084,1.7507560083000002,14.059101279000002,7.825741900739776,24.6,42068,0.8819685283281044,0,1,1,110.48603749473592,32.3846338,-81.74483199999997
1149,Barrow County,Georgia,GA,763,150895.0,162.94,4.0,-6.8000000000000025,83.2,78843,0.539125077,18.445779420999997,13.154986580937756,12.0,60028,0.8819685283281044,0,0,0,483.87750092058434,33.9848611,-83.69964820000001
1150,Walker County,Georgia,GA,770,105133.25,447.03,4.5,-5.8000000000000025,81.4,69027,0.14547676369999998,10.081539726,0.2090501284787248,15.6,44176,0.8819685283281044,0,0,0,154.41245553989663,34.7418605,-85.3209686
1151,Troup County,Georgia,GA,782,108933.83333333331,445.96,4.4,-7.1,83.5,70038,1.4861176605000002,-0.8859547590000001,4.453260156296605,21.6,43112,0.8819685283281044,0,1,1,157.04995963763568,33.0237625,-85.0254022
1152,Spalding County,Georgia,GA,813,103451.41666666669,199.59,5.8,-9.1,80.60000000000002,65403,0.2000415471,12.156370939,2.053458579743161,19.9,45121,0.8819685283281044,0,0,0,327.6867578535999,33.2591296,-84.2770865
1153,Catoosa County,Georgia,GA,815,138391.33333333337,162.46,4.1,-4.5,86.60000000000002,66503,0.1957875554,3.5994789039,3.779591454565317,12.0,53833,0.8819685283281044,0,0,0,409.3499938446387,34.891113700000005,-85.131315
1154,Liberty County,Georgia,GA,821,130349.5,602.53,5.1,-3.9,90.8,61745,1.9789774202,-13.22021801,-1.6251095355691867,16.8,45655,0.8819685283281044,0,0,0,102.47622525019501,31.8031632,-81.483441
1155,Jackson County,Georgia,GA,853,184835.66666666663,343.1,3.6,-6.9,82.8,67716,0.7980966149,35.296952174,11.567674437762587,11.5,63422,0.8819685283281044,1,0,1,197.3651996502477,34.1282559,-83.5753386
1156,Gordon County,Georgia,GA,908,121257.0,358.04,4.6,-8.1,76.9,57187,0.6133894147,1.6824395372999998,3.5583644199775453,14.0,46868,0.8819685283281044,0,0,0,159.72237738800132,34.5019651,-84.89863079999998
1157,Effingham County,Georgia,GA,947,179003.16666666663,482.93,4.0,-5.6,87.0,60058,0.6736842104999999,18.56,14.472505479843704,9.8,68109,0.8819685283281044,0,0,0,124.36170873625576,32.3419626,-81.338687
1158,Camden County,Georgia,GA,967,162976.25,781.86,5.0,-4.9,91.5,53067,0.3412160561,3.7723330648,4.751283063560995,12.5,53582,0.8819685283281044,0,0,0,67.87276494513084,30.9298212,-81.6225075
1159,Laurens County,Georgia,GA,1001,94672.25,818.47,5.8,-7.399999999999999,83.9,47353,0.0633880936,0.6972690295999999,-2.161201677720614,22.6,38078,0.8819685283281044,0,0,0,57.85551089227461,32.4239975,-82.9388938
1160,Baldwin County,Georgia,GA,1052,121003.41666666669,267.41,5.8,-9.6,82.1,44921,0.5768036206,-4.392581418,-1.7067460230629528,25.2,40358,0.8819685283281044,0,0,0,167.98549044538348,33.0869398,-83.26332159999998
1161,Colquitt County,Georgia,GA,1055,80213.0,556.64,4.5,-5.199999999999998,73.1,45543,0.2416652936,-1.823474488,-0.20815986677768525,25.6,36651,0.8819685283281044,0,0,0,81.8176918654786,31.1803601,-83.7696152
1162,Thomas County,Georgia,GA,1072,126920.33333333331,552.22,5.8,-5.4,82.5,44662,0.93718621,-7.631373423999999,-0.19664804469273744,17.9,43257,0.8819685283281044,0,0,0,80.87718662851763,30.8686259,-83.9471866
1163,Habersham County,Georgia,GA,1103,142245.33333333337,279.03,4.5,-6.1999999999999975,78.0,44547,0.1804443442,7.5335513702,3.4437116849340517,13.3,49292,0.8819685283281044,0,0,0,159.64950005375763,34.6270741,-83.5016755
1164,Coffee County,Georgia,GA,1117,93706.83333333331,602.65,5.0,-10.8,78.3,42885,0.2097559839,-4.428181882,0.351000351000351,24.9,39408,0.8819685283281044,0,1,1,71.1607068779557,31.5301809,-82.8405691
1165,Polk County,Georgia,GA,1142,87298.66666666669,312.14,5.2,-6.8,76.7,41910,0.7900879870999999,5.7939785719,0.9150012039489526,19.0,43488,0.8819685283281044,0,0,0,134.26667520984174,33.9981581,-85.1567475
1166,Tift County,Georgia,GA,1168,117690.33333333331,268.79,4.6,-7.4,82.2,40438,0.0740832202,-6.099518459,0.4745695331329043,21.7,41544,0.8819685283281044,0,1,1,150.44458499200118,31.45874595,-83.51792416411273
1167,Murray County,Georgia,GA,1177,113100.91666666669,346.66,6.1,-7.700000000000001,67.6,39809,0.6314406951,8.612851081,0.6956037840845855,17.2,45975,0.8819685283281044,0,0,0,114.83586222811978,34.785186100000004,-84.7352262
1168,Ware County,Georgia,GA,1261,68038.33333333331,907.99,4.5,-6.5,82.4,35728,0.0839959682,0.1399932803,-1.6218299969711154,22.0,38412,0.8819685283281044,0,0,0,39.34845097412967,31.1727229,-82.4829338
1169,Sumter County,Georgia,GA,1361,78883.83333333331,492.65,6.7,-6.6000000000000005,78.7,29817,0.3988499826,-17.51616173,-8.769084845332436,25.5,36611,0.8819685283281044,0,0,0,60.52369836597991,32.0485072,-84.1862464
1170,Oconee County,Georgia,GA,1362,272543.0,186.37,3.5,-3.6,94.4,38012,0.3472083116,27.028831644,15.443253257205331,6.5,92216,0.8819685283281044,0,0,0,203.95986478510486,33.829578999999995,-83.42759179999999
1171,Harris County,Georgia,GA,1388,219101.0,472.96,4.1,-3.6000000000000005,89.19999999999997,33943,-0.029596744,9.4413614502,5.5671321494106305,8.3,72811,0.8819685283281044,0,0,0,71.76716847090664,32.7251788,-84.9104641
1172,Bryan County,Georgia,GA,1419,232114.83333333328,454.46,4.2,-5.4,91.5,37019,0.137258939,25.420355501,21.861215353216142,10.4,73877,0.8819685283281044,0,0,0,81.45711393742023,32.003488899999994,-81.4241017
1173,Wayne County,Georgia,GA,1421,101089.41666666669,648.8,5.7,-6.3,81.3,29760,0.2009612647,-7.636528059,-1.0473815461346634,20.2,45814,0.8819685283281044,0,0,0,45.869297163995064,31.5675304,-81.9131554
1174,Lumpkin County,Georgia,GA,1425,184213.83333333328,284.2,4.1,-6.3000000000000025,83.3,32822,0.0621822874,40.853762806,8.291266620475767,13.9,55453,0.8819685283281044,0,0,0,115.48909218859959,34.5546076,-83.9926806
1175,Pickens County,Georgia,GA,1438,181738.41666666663,232.71,4.2,-6.8,83.69999999999997,31526,-0.225127438,29.716821844000002,7.023797399599416,10.8,61145,0.8819685283281044,0,0,0,135.47333591164968,34.4630619,-84.4682402
1176,Haralson County,Georgia,GA,1457,109918.41666666669,283.18,4.7,-7.6,78.89999999999998,29231,-0.241150633,14.985789338,1.6341573658774031,15.3,45167,0.8819685283281044,0,0,0,103.22409774701605,33.7812701,-85.2001291
1177,Jones County,Georgia,GA,1465,132720.75,395.42,4.3,-5.4,88.3,28453,-0.035069262000000004,-4.418726986,-0.6737415345947078,12.9,56039,0.8819685283281044,0,0,0,71.95640078903445,33.013767349999995,-83.55685493914591
1178,Lee County,Georgia,GA,1477,157943.33333333337,361.73,4.1,-4.9,88.9,29443,0.7160514875,4.4667973745,3.614161036036036,10.9,68891,0.8819685283281044,0,0,0,81.39496309402041,31.7620158,-84.13462120000001
1179,Gilmer County,Georgia,GA,1478,166788.91666666663,431.25,5.0,-6.3000000000000025,81.2,30409,0.2984282777,18.602029312,7.372621023268953,14.4,46200,0.8819685283281044,0,0,0,70.5136231884058,34.685978799999994,-84.452696
1180,Madison County,Georgia,GA,1489,134848.33333333337,285.59,4.2,-6.2,82.3,29277,0.7573410443999999,13.287892870999999,3.800744548838858,15.9,47956,0.8819685283281044,0,0,0,102.51409363072938,34.1307533,-83.1817407
1181,Decatur County,Georgia,GA,1496,90576.08333333331,623.17,5.5,-6.9,80.6,26674,-0.299866934,-1.799201604,-4.098655353419141,21.9,37835,0.8819685283281044,0,0,0,42.80372931944735,30.8736613,-84.5740953
1182,Peach County,Georgia,GA,1505,121511.66666666669,151.3,5.8,-6.3,85.8,26881,0.9318622335,3.7647234233,-3.0896243420578267,19.6,46608,0.8819685283281044,0,0,0,177.6668869795109,32.5543462,-83.8350733
1183,Toombs County,Georgia,GA,1520,88661.58333333331,370.99,6.5,-5.8000000000000025,80.7,26896,-0.259067358,-10.51073279,-1.2954603838672978,22.3,35226,0.8819685283281044,0,0,0,72.49791099490552,32.1296839,-82.3299928
1184,Upson County,Georgia,GA,1522,71956.91666666669,327.55,5.4,-6.799999999999999,79.10000000000002,26197,-0.0762602,0.1143902997,-3.1748965109402723,20.5,39780,0.8819685283281044,0,0,0,79.97862921691345,32.864106199999995,-84.2904968
1185,White County,Georgia,GA,1523,164918.16666666663,242.21,3.8,-6.4,85.2,29455,0.54908286,21.44854922,8.294422589065777,13.3,50194,0.8819685283281044,0,0,0,121.60934726064156,34.6322605,-83.75960409999998
1186,Monroe County,Georgia,GA,1542,173021.75,397.81,4.4,-5.799999999999999,84.2,27181,-0.07391529299999999,10.791632789000001,3.799740319254564,13.3,57038,0.8819685283281044,0,0,0,68.3265880696815,33.0142344,-83.9044159
1187,Stephens County,Georgia,GA,1548,93454.41666666669,184.2,5.2,-7.1000000000000005,81.6,25785,0.0,6.1808781512,-1.3392003061029272,18.7,40483,0.8819685283281044,0,0,0,139.98371335504888,34.551190000000005,-83.2976462
1188,Chattooga County,Georgia,GA,1559,70960.83333333331,313.56,4.7,-6.999999999999999,73.1,24716,0.2018489363,-2.825885108,-4.762638717632552,20.2,39325,0.8819685283281044,0,0,0,78.82382957009824,34.462093100000004,-85.3660518
1189,Tattnall County,Georgia,GA,1582,96449.41666666669,488.35,4.9,-4.199999999999998,74.39999999999998,25353,1.4215763702000002,1.4215763702000002,-0.5140480301365563,27.3,38672,0.8819685283281044,0,0,0,51.91563427869356,32.0252793,-82.0580692
1190,Hart County,Georgia,GA,1592,152293.5,256.95,4.4,-7.1,81.2,25756,0.1560884241,10.145747566,2.0282047219141184,18.9,44603,0.8819685283281044,0,0,0,100.23740027242654,34.3410525,-82.9503277
1191,Grady County,Georgia,GA,1596,112004.91666666669,460.26,4.8,-5.7,77.7,24749,0.7259088984000001,-6.61383663,-1.0831334932054355,20.3,41095,0.8819685283281044,0,0,0,53.771781167166395,30.867067,-84.23229429999998
